event_id,user_id,event_name,event_time,platform,device_type
e3009cb5ae49ed949f757f09cede2fb4,007202387c4274c570d9cb72943fc873,PageView,2025-02-22 20:43:47.597338 UTC,ios,iPhone
4f908cd083d9ebfb78665a48aa13386e,007202387c4274c570d9cb72943fc873,Download,2025-02-24 23:43:47.597338 UTC,ios,iPhone
f6a57c040332bec08572f76e1c24a0d5,007202387c4274c570d9cb72943fc873,Install,2025-02-25 14:43:47.597338 UTC,ios,iPhone
3f26563ead1e8589fa0713c6c56bc4d0,007d4a1214289aea09b9759ae1324e96,PageView,2025-02-25 20:43:47.597338 UTC,android,Samsung
2873df4c4dc11bc0f5bd469c3cc819d0,007d4a1214289aea09b9759ae1324e96,Download,2025-02-26 03:43:47.597338 UTC,android,Samsung
5e11c8051c9772592b868a2c330e1d4a,007d4a1214289aea09b9759ae1324e96,Install,2025-02-26 11:43:47.597338 UTC,android,Samsung
b3b4f6229d8ada509b9390ff35a558cc,007d4a1214289aea09b9759ae1324e96,SignUp,2025-02-27 06:43:47.597338 UTC,android,Samsung
898bc9d926083a68a61a4111b2b56731,007ff380ee5ac49ffc34442f5c2a2b86,PageView,2025-02-19 20:43:47.597338 UTC,ios,iPhone
ef44508c835f8289e21fe01821b4bb17,007ff380ee5ac49ffc34442f5c2a2b86,Download,2025-02-20 08:43:47.597338 UTC,ios,iPhone
d392719e8cf95587b0a7d76e019f9f42,007ff380ee5ac49ffc34442f5c2a2b86,Install,2025-02-22 07:43:47.597338 UTC,ios,iPhone
24cc8e3ae1da70ba349ffd6b28190f2e,007ff380ee5ac49ffc34442f5c2a2b86,SignUp,2025-02-23 02:43:47.597338 UTC,ios,iPhone
56e17d8bccc5707a29c93ca8bce0bca7,0084ae4bc24c0795d1e6a4f58444d39b,PageView,2025-02-08 20:43:47.597338 UTC,ios,iPhone
cfc5343f26394eec55fbc4c45b5aa046,0084ae4bc24c0795d1e6a4f58444d39b,Download,2025-02-11 09:43:47.597338 UTC,ios,iPhone
b35b715df718865ba5308829105cd8ab,0084ae4bc24c0795d1e6a4f58444d39b,Install,2025-02-13 05:43:47.597338 UTC,ios,iPhone
ec9a658385e1e77004350db94cecb663,0084ae4bc24c0795d1e6a4f58444d39b,SignUp,2025-02-13 10:43:47.597338 UTC,ios,iPhone
420570ed25e47686c7ae6f5aae4fedf6,00865d413600d26adb36d2f55973559f,PageView,2025-02-13 20:43:47.597338 UTC,android,Samsung
0a3426dfd464eec5b7a7b932c8c876e0,00865d413600d26adb36d2f55973559f,Download,2025-02-15 02:43:47.597338 UTC,android,Samsung
7c4b42b838c253df7453b58fc25e6d39,00865d413600d26adb36d2f55973559f,Install,2025-02-16 05:43:47.597338 UTC,android,Samsung
24cf39f16814808c02c55a8001401488,00865d413600d26adb36d2f55973559f,SignUp,2025-02-16 22:43:47.597338 UTC,android,Samsung
caf3db50b8eb46127db96314119fb08b,008bd5ad93b754d500338c253d9c1770,PageView,2025-02-12 20:43:47.597338 UTC,android,Samsung
991fe9f2f80099e1062dcec0aa7791c4,008bd5ad93b754d500338c253d9c1770,Download,2025-02-13 18:43:47.597338 UTC,android,Samsung
f1b7cd5129148c600df570249e683ac8,008bd5ad93b754d500338c253d9c1770,Install,2025-02-13 20:43:47.597338 UTC,android,Samsung
d06492956c807236d65b1902c66818c0,00989c20ff1386dc386d8124ebcba1a5,PageView,2025-02-06 20:43:47.597338 UTC,android,Pixel
7a84539c46805a1fde375a45b0346607,009a5510ad149a8e0c750cb62e255175,PageView,2025-02-16 20:43:47.597338 UTC,ios,iPhone
6f1e0880bf204fad8398a230d1c019ba,009c434cab57de48a31f6b669e7ba266,PageView,2025-03-05 20:43:47.597338 UTC,android,Samsung
dd821514f215dc15741f780f46f7ce2e,009c434cab57de48a31f6b669e7ba266,Download,2025-03-05 21:43:47.597338 UTC,android,Samsung
8d5d509c2f33d8547b823c233db7824f,009c434cab57de48a31f6b669e7ba266,Install,2025-03-07 14:43:47.597338 UTC,android,Samsung
6e0f160b80c4e5809ca20f5a1a62a670,00a03ec6533ca7f5c644d198d815329c,PageView,2025-02-28 20:43:47.597338 UTC,ios,iPhone
3aa5a7b82f86c01781eb100eef5a4585,00a03ec6533ca7f5c644d198d815329c,Download,2025-03-01 15:43:47.597338 UTC,ios,iPhone
930d921c85ca3eee19695f0a576c6739,00a03ec6533ca7f5c644d198d815329c,Install,2025-03-02 07:43:47.597338 UTC,ios,iPhone
debf15c38ff2fad2777c7bbab893dd00,00a03ec6533ca7f5c644d198d815329c,SignUp,2025-03-02 13:43:47.597338 UTC,ios,iPhone
84119dec7959caa2674d50d28634e16a,00a2aa5c43a94f625ebf713cb5bfb091,PageView,2025-02-13 20:43:47.597338 UTC,android,Pixel
055fcb6efa2c26edab8472b879bf487c,00a2aa5c43a94f625ebf713cb5bfb091,Download,2025-02-16 06:43:47.597338 UTC,android,Pixel
4f2a59ad8000cc96a74cfc19dcba292d,00a2aa5c43a94f625ebf713cb5bfb091,Install,2025-02-18 02:43:47.597338 UTC,android,Pixel
dfeef90bd7b943118ae651a825878529,00a2aa5c43a94f625ebf713cb5bfb091,SignUp,2025-02-18 20:43:47.597338 UTC,android,Pixel
e6fd787e13c84f87a9ee9641d4b1e10a,00a2aa5c43a94f625ebf713cb5bfb091,Subscription,2025-02-19 00:43:47.597338 UTC,android,Pixel
6564b2f05c7da06f10053dbbe0f60205,00ac8ed3b4327bdd4ebbebcb2ba10a00,PageView,2025-02-15 20:43:47.597338 UTC,ios,iPhone
7491ac5ca03b240011f8cd6f335d02fc,00b76fddeaaa7d8c2c43d504b2babd8a,PageView,2025-02-18 20:43:47.597338 UTC,android,Pixel
7c31c1709eb89239d5e9825fee066feb,00b76fddeaaa7d8c2c43d504b2babd8a,Download,2025-02-20 21:43:47.597338 UTC,android,Pixel
353acf1aec8ef2e1c99662caf8316f39,00b76fddeaaa7d8c2c43d504b2babd8a,Install,2025-02-22 12:43:47.597338 UTC,android,Pixel
e83a2199bbf94cab985345d6be4c1f9b,00c17237d011cca999f55a43db2ce040,PageView,2025-03-01 20:43:47.597338 UTC,android,Samsung
6481189bfa03125b4a65868c8edf4e4e,00c17237d011cca999f55a43db2ce040,Download,2025-03-03 11:43:47.597338 UTC,android,Samsung
f545a5b0a0981835ead03a1b82bbfbb0,00c17237d011cca999f55a43db2ce040,Install,2025-03-05 09:43:47.597338 UTC,android,Samsung
36a82af23a63cb755d0afc45d7b1e50f,00e26af6ac3b1c1c49d7c3d79c60d000,PageView,2025-02-09 20:43:47.597338 UTC,ios,iPhone
acc339f6f7b472301c522c1242541cd6,00e26af6ac3b1c1c49d7c3d79c60d000,Download,2025-02-11 16:43:47.597338 UTC,ios,iPhone
e739dd3c0b86c5e5869b0ca33d4130a8,00e26af6ac3b1c1c49d7c3d79c60d000,Install,2025-02-13 07:43:47.597338 UTC,ios,iPhone
f6ad4cddc17210e0a558d5c11faed62b,00e26af6ac3b1c1c49d7c3d79c60d000,SignUp,2025-02-13 10:43:47.597338 UTC,ios,iPhone
d844cb5b12302ab79b09775e69892189,00e26af6ac3b1c1c49d7c3d79c60d000,Subscription,2025-02-13 16:43:47.597338 UTC,ios,iPhone
ca25b9291a17a02b1cae05b18411f788,00ec53c4682d36f5c4359f4ae7bd7ba1,PageView,2025-02-25 20:43:47.597338 UTC,ios,iPhone
aad552ffc11af0c760c9cf0bb10860ca,01064f1de9dfcd9d77b14d11beefefd4,PageView,2025-02-26 20:43:47.597338 UTC,android,Samsung
782121a3e27c772982d52a262a05f165,010e406df2463597c58286a93f8b3160,PageView,2025-02-23 20:43:47.597338 UTC,android,Samsung
75e11e56740bfb169daabf199d28d2c4,010e406df2463597c58286a93f8b3160,Download,2025-02-25 03:43:47.597338 UTC,android,Samsung
2091c2874e02d5dfb560aa6e29b2a3ec,01161aaa0b6d1345dd8fe4e481144d84,PageView,2025-02-06 20:43:47.597338 UTC,android,Pixel
3b563786998f6931fe7f852e82782a70,01161aaa0b6d1345dd8fe4e481144d84,Download,2025-02-07 02:43:47.597338 UTC,android,Pixel
6efe95b5c3ab3eb3e5e82f47ace394c4,01161aaa0b6d1345dd8fe4e481144d84,Install,2025-02-07 07:43:47.597338 UTC,android,Pixel
4570711aa90aebbe075c01efe017510a,0118a063b4aae95277f0bc1752c75abf,PageView,2025-02-23 20:43:47.597338 UTC,android,Samsung
3256fd0323a7338e64c608e8c34a2885,0118a063b4aae95277f0bc1752c75abf,Download,2025-02-24 23:43:47.597338 UTC,android,Samsung
71f89ea81f3d17a3a471005b05947a4d,0118a063b4aae95277f0bc1752c75abf,Install,2025-02-25 14:43:47.597338 UTC,android,Samsung
7f5eb716c43b6219561cd082fb10622b,01259a0cb2431834302abe2df60a1327,PageView,2025-02-22 20:43:47.597338 UTC,ios,iPhone
39a706afb1a521d162f4c531a220f1e0,01259a0cb2431834302abe2df60a1327,Download,2025-02-25 02:43:47.597338 UTC,ios,iPhone
ccae5bdb743875edecae1529bef66f98,01259a0cb2431834302abe2df60a1327,Install,2025-02-25 12:43:47.597338 UTC,ios,iPhone
4f83a7977ae389f919f230eb8060249d,01259a0cb2431834302abe2df60a1327,SignUp,2025-02-25 17:43:47.597338 UTC,ios,iPhone
de674572ba5ca74ce9afb2d4e14d1df9,01259a0cb2431834302abe2df60a1327,Subscription,2025-02-27 12:43:47.597338 UTC,ios,iPhone
7d4496bb9006228602fbdb432e89b727,0127b06252935c330e9f23651b398ce4,PageView,2025-02-26 20:43:47.597338 UTC,android,Samsung
b535c599e38573d19e6c72e6880d190f,0127b06252935c330e9f23651b398ce4,Download,2025-02-28 19:43:47.597338 UTC,android,Samsung
282fb236d60e5b4aef5bc0412eca26ad,0127b06252935c330e9f23651b398ce4,Install,2025-03-02 04:43:47.597338 UTC,android,Samsung
cb811eec1b042337bc72d4a922d2f286,012a91467f210472fab4e11359bbfef6,PageView,2025-02-19 20:43:47.597338 UTC,android,Pixel
bc1c7806d62c411e9b9508cf1bc3a8c4,012d9fe15b2493f21902cd55603382ec,PageView,2025-02-24 20:43:47.597338 UTC,android,Samsung
24f0e021c6121869e820fbba30c2306f,01386bd6d8e091c2ab4c7c7de644d37b,PageView,2025-03-03 20:43:47.597338 UTC,ios,iPhone
3dfe416722c77faec8e24fe1cc2db6c5,013a006f03dbc5392effeb8f18fda755,PageView,2025-02-05 20:43:47.597338 UTC,ios,iPhone
54922fb6932a2fb8c5c35a8f907e9867,013a006f03dbc5392effeb8f18fda755,Download,2025-02-07 04:43:47.597338 UTC,ios,iPhone
d74b58214cc228b7e231bd48dc657de3,013a006f03dbc5392effeb8f18fda755,Install,2025-02-09 02:43:47.597338 UTC,ios,iPhone
ccb1c7a56f86f8c58038b6ffa9e205bd,013a006f03dbc5392effeb8f18fda755,SignUp,2025-02-09 20:43:47.597338 UTC,ios,iPhone
d2a87fbecd0ffd4b9a6ae40ddc9ec552,013a006f03dbc5392effeb8f18fda755,Subscription,2025-02-11 11:43:47.597338 UTC,ios,iPhone
16b657023de6bceb7d7518b41e747cdb,013d407166ec4fa56eb1e1f8cbe183b9,PageView,2025-02-19 20:43:47.597338 UTC,android,Samsung
734344b0cd7547089a34218d411e0823,0141a8aedb1b53970fac7c81dac79fbe,PageView,2025-02-05 20:43:47.597338 UTC,android,Samsung
aa55ba10f6dd24303771892b5a3dc400,015e31933548461020e2ba448e85995e,PageView,2025-02-12 20:43:47.597338 UTC,ios,iPhone
f837c3adbe583823767a1697c91f9f00,015e31933548461020e2ba448e85995e,Download,2025-02-14 18:43:47.597338 UTC,ios,iPhone
73827cd8428c0fa629709ba9340d4ea0,0163cceb20f5ca7b313419c068abd9dc,PageView,2025-02-26 20:43:47.597338 UTC,android,Samsung
4c9230d2cd22a72f871349fd1ac5b78b,0163cceb20f5ca7b313419c068abd9dc,Download,2025-02-27 21:43:47.597338 UTC,android,Samsung
430773ac72cadcb0ac18a1855290267e,016669d2649ea531365419cc792ef8bc,PageView,2025-03-04 20:43:47.597338 UTC,ios,iPhone
790ad7ba3a91f4e41661d305e2e63c05,016669d2649ea531365419cc792ef8bc,Download,2025-03-06 11:43:47.597338 UTC,ios,iPhone
60aa22cbb9c7419b47ab2d4ebf1e9a9f,016669d2649ea531365419cc792ef8bc,Install,2025-03-07 03:43:47.597338 UTC,ios,iPhone
4510683aac17a2df6db8946347ca9e73,016669d2649ea531365419cc792ef8bc,SignUp,2025-03-07 14:43:47.597338 UTC,ios,iPhone
0be6daf3b4f17f9ec081163698c8bf31,016669d2649ea531365419cc792ef8bc,Subscription,2025-03-09 03:43:47.597338 UTC,ios,iPhone
c7a8d0c367ec13a13eb32b496848bf5b,0172d289da48c48de8c5ebf3de9f7ee1,PageView,2025-02-14 20:43:47.597338 UTC,android,Samsung
b7ab1c44f8d9ef5e820bb9bfd2a34851,0172d289da48c48de8c5ebf3de9f7ee1,Download,2025-02-17 06:43:47.597338 UTC,android,Samsung
0663366a4fc5b42a9249cdcc194cb922,0172d289da48c48de8c5ebf3de9f7ee1,Install,2025-02-18 20:43:47.597338 UTC,android,Samsung
3da144fbe3e83fcc45faf45b400bd411,0172d289da48c48de8c5ebf3de9f7ee1,SignUp,2025-02-19 00:43:47.597338 UTC,android,Samsung
64bbe253d6c26762d807e82d6671757f,01846ae470651e97d2f73fce979406a9,PageView,2025-02-22 20:43:47.597338 UTC,ios,iPhone
a4e1dbeafcf628b2e91f1a53e1b0310a,01846ae470651e97d2f73fce979406a9,Download,2025-02-24 14:43:47.597338 UTC,ios,iPhone
c526b92c71f051ff447a8160cca21691,01846ae470651e97d2f73fce979406a9,Install,2025-02-25 19:43:47.597338 UTC,ios,iPhone
7d17f135f00a54ffc1ecebf9324e3c1f,01846ae470651e97d2f73fce979406a9,SignUp,2025-02-26 06:43:47.597338 UTC,ios,iPhone
97d1ad26d03c40f2cf6a466036ac586c,01882513d5fa7c329e940dda99b12147,PageView,2025-03-02 20:43:47.597338 UTC,android,Samsung
de8de5bc879ce2161ae02e838cf7e1d3,0188e8b8b014829e2fa0f430f0a95961,PageView,2025-02-27 20:43:47.597338 UTC,android,Samsung
41b443fb6113637151d56332ccf10511,0188e8b8b014829e2fa0f430f0a95961,Download,2025-02-28 22:43:47.597338 UTC,android,Samsung
f52cc2430218ea140c3b091e984201da,01894d6f048493d2cacde3c579c315a3,PageView,2025-02-23 20:43:47.597338 UTC,ios,iPhone
dd0d6e58c8512f579f244d62959fc1b8,0189caa552598b845b29b17a427692d1,PageView,2025-02-13 20:43:47.597338 UTC,android,Samsung
c814636ab1ee0a2d67e6e2e0445a3c3b,018b59ce1fd616d874afad0f44ba338d,PageView,2025-02-28 20:43:47.597338 UTC,android,Samsung
03799261308acc52725946df74c2d7c4,018dd1e07a2de4a08e6612341bf2323e,PageView,2025-03-02 20:43:47.597338 UTC,android,Pixel
bcb5831fa9cc3fed57b33de9bf809540,018dd1e07a2de4a08e6612341bf2323e,Download,2025-03-04 07:43:47.597338 UTC,android,Pixel
ad5780ae904b93a8c6c425fb98406db6,018dd1e07a2de4a08e6612341bf2323e,Install,2025-03-05 19:43:47.597338 UTC,android,Pixel
31bf55e10ececf82b2e8152ed7b88b8d,018dd1e07a2de4a08e6612341bf2323e,SignUp,2025-03-06 07:43:47.597338 UTC,android,Pixel
f8e2d13a3b4764464a186ee4df480602,01922cbeae89ad4d79ab769e84e7c5da,PageView,2025-02-14 20:43:47.597338 UTC,android,Samsung
eadc221b9709dcc307306d1f1ecc10f4,01931a6925d3de09e5f87419d9d55055,PageView,2025-02-22 20:43:47.597338 UTC,ios,iPhone
3efa2904739580f9c45f5a8e0ac7bd82,01931a6925d3de09e5f87419d9d55055,Download,2025-02-24 23:43:47.597338 UTC,ios,iPhone
a774e8e5b24d0705701fae6d96775919,0197fcd95060131d9bc5e564f842ed53,PageView,2025-02-15 20:43:47.597338 UTC,android,Pixel
f6b59a9d8cfc36f90fb46c9ae9d97ba0,0197fcd95060131d9bc5e564f842ed53,Download,2025-02-16 02:43:47.597338 UTC,android,Pixel
cd3aa2000c543cb0f8ecdb7fa4453051,0197fcd95060131d9bc5e564f842ed53,Install,2025-02-17 02:43:47.597338 UTC,android,Pixel
c53958e553472c1082e720ff0a538c4b,0197fcd95060131d9bc5e564f842ed53,SignUp,2025-02-17 13:43:47.597338 UTC,android,Pixel
7a8c583a04c6a4f081f8186c5a638edf,019d385eb67632a7e958e23f24bd07d7,PageView,2025-02-25 20:43:47.597338 UTC,android,Samsung
32be7df7ae0d545c7e53da8d905093e5,019f8b946a256d9357eadc5ace2c8678,PageView,2025-02-09 20:43:47.597338 UTC,android,Pixel
bb24b8f66396690850d713b101acb4b3,019fa4fdf1c04cf73ba25aa2223769cd,PageView,2025-02-19 20:43:47.597338 UTC,ios,iPhone
7eb865fd17d275c7c91c03bc595e55e4,01a0683665f38d8e5e567b3b15ca98bf,PageView,2025-02-18 20:43:47.597338 UTC,ios,iPhone
52c982e35ebcc30a546356730971fb63,01a0683665f38d8e5e567b3b15ca98bf,Download,2025-02-19 17:43:47.597338 UTC,ios,iPhone
c8a32c453073e82ce1ac6827903faf70,01a0683665f38d8e5e567b3b15ca98bf,Install,2025-02-21 01:43:47.597338 UTC,ios,iPhone
079371b8ebf085fdc2468be435ebb77b,01a0683665f38d8e5e567b3b15ca98bf,SignUp,2025-02-21 18:43:47.597338 UTC,ios,iPhone
4607a836750393382e2aea64370d9d74,01b36d0eae3771391455661b45834805,PageView,2025-02-12 20:43:47.597338 UTC,ios,iPhone
07871ff9c005e443245738c5d9cdcb76,01b6397888c09d84f3dc89d807aa1004,PageView,2025-02-12 20:43:47.597338 UTC,android,Samsung
9142209d1f6923b806357a934c1fb6a4,01b6397888c09d84f3dc89d807aa1004,Download,2025-02-15 17:43:47.597338 UTC,android,Samsung
3b419d680c659d2b001872bdc1b583ae,01b6397888c09d84f3dc89d807aa1004,Install,2025-02-16 08:43:47.597338 UTC,android,Samsung
61fc027061a9793727082d2eca27ac09,01b6397888c09d84f3dc89d807aa1004,SignUp,2025-02-16 16:43:47.597338 UTC,android,Samsung
9770e4c2b627bc3b1425230108e5d0b0,01c6fc8bc32f1237be039ceb6b4b4b2d,PageView,2025-03-05 20:43:47.597338 UTC,android,Pixel
8945763205f9976dd8f70b0cbbe8825d,01ce84968c6969bdd5d51c5eeaa3946a,PageView,2025-02-23 20:43:47.597338 UTC,android,Pixel
9f3ab4b09ca86bdd094afd6651254858,01ce84968c6969bdd5d51c5eeaa3946a,Download,2025-02-26 07:43:47.597338 UTC,android,Pixel
fa59cacc412c5d298e866c85133b21bd,01ce84968c6969bdd5d51c5eeaa3946a,Install,2025-02-28 04:43:47.597338 UTC,android,Pixel
6271c9e81ba13ed377054a6433acdf0b,01ce84968c6969bdd5d51c5eeaa3946a,SignUp,2025-02-28 18:43:47.597338 UTC,android,Pixel
3f3c2ed312194729fa4cc27100c47ce4,01ce84968c6969bdd5d51c5eeaa3946a,Subscription,2025-03-01 05:43:47.597338 UTC,android,Pixel
cc62b0698046baac79fc640425d6d329,01d8bae291b1e4724443375634ccfa0e,PageView,2025-03-05 20:43:47.597338 UTC,android,Samsung
77aa41790ef7230e9203705f59913dfa,01daa090f0d5693d97c90755a54fa204,PageView,2025-02-14 20:43:47.597338 UTC,android,Pixel
79d673c210ade49ab448ee59022056e2,01daa090f0d5693d97c90755a54fa204,Download,2025-02-16 01:43:47.597338 UTC,android,Pixel
49637b254a388cdf45966f6dc1042160,01daa090f0d5693d97c90755a54fa204,Install,2025-02-16 12:43:47.597338 UTC,android,Pixel
e7e35d52d26643625752b3a4184dca5d,01daa090f0d5693d97c90755a54fa204,SignUp,2025-02-17 01:43:47.597338 UTC,android,Pixel
f959c4a4d550ce289a9242f7519f8ec5,01daa090f0d5693d97c90755a54fa204,Subscription,2025-02-18 17:43:47.597338 UTC,android,Pixel
e53180cdc771b9ca3dd8e19f0b96c95e,01ded4259d101feb739b06c399e9cd9c,PageView,2025-02-19 20:43:47.597338 UTC,android,Pixel
c09722ca46e2ceb31731da7bce23dbd6,01ded4259d101feb739b06c399e9cd9c,Download,2025-02-22 01:43:47.597338 UTC,android,Pixel
7b9e16822732beed0e6cfd6bec3e595c,01ded4259d101feb739b06c399e9cd9c,Install,2025-02-23 00:43:47.597338 UTC,android,Pixel
c6d2cee1519a0108dded06686b424ad3,01ded4259d101feb739b06c399e9cd9c,SignUp,2025-02-23 01:43:47.597338 UTC,android,Pixel
ea9adc9b9d569efb7944e6e9b54306ff,01e00f2f4bfcbb7505cb641066f2859b,PageView,2025-02-06 20:43:47.597338 UTC,android,Pixel
596b236830e7c3736a851b8aababde95,01e9565cecc4e989123f9620c1d09c09,PageView,2025-03-02 20:43:47.597338 UTC,android,Pixel
a845ea1134f83ef20f85051e744f1aed,01eee509ee2f68dc6014898c309e86bf,PageView,2025-02-17 20:43:47.597338 UTC,ios,iPhone
b9d17b080d1fc9dc5d9c7745aaf8bd63,01f78be6f7cad02658508fe4616098a9,PageView,2025-02-21 20:43:47.597338 UTC,android,Samsung
66d334e17fc2358961243aec0388bcb6,01f78be6f7cad02658508fe4616098a9,Download,2025-02-22 14:43:47.597338 UTC,android,Samsung
c39794228b7e3ec20bfe2a2a6fbf58ed,01f78be6f7cad02658508fe4616098a9,Install,2025-02-23 10:43:47.597338 UTC,android,Samsung
4cf4fad4f882af95d14fcbda7c720d2e,01f78be6f7cad02658508fe4616098a9,SignUp,2025-02-24 01:43:47.597338 UTC,android,Samsung
f9e3f2d2b4eafccf57ceeab9a70125fd,02052c0f4599c2aa6bead905338f1214,PageView,2025-02-06 20:43:47.597338 UTC,ios,iPhone
ee8e9e395892dfc584ff5ab62f08325a,020bf2c45e7bb322f89a226bd2c5d41b,PageView,2025-02-22 20:43:47.597338 UTC,android,Samsung
